id,name,team,position,price,status,chance_of_playing,news,news_added,minutes,total_points,form,xG,xA,ict_index,defensive_contribution,selected_by_percent,penalties_order,direct_freekicks_order,corners_and_indirect_freekicks_order,starts,clean_sheets,goals_conceded,xGC,saves,cost_change_start
534,Hume,SUN,DEF,4.5,a,,,,3032,110,0.0,2.27,2.05,120.9,203.0,6.8,,,3,34,9,42,47.27,0,0
535,Alderete,SUN,DEF,5.0,a,100,,2026-08-09T08:30:05.962393+00:00,2797,125,0.0,1.62,0.91,117.0,312.0,0.4,,,,32,10,40,44.52,0,0
536,Reinildo,SUN,DEF,4.5,a,,,,1966,74,0.0,0.13,0.62,54.7,164.0,0.5,,,,23,6,27,26.72,0,0
537,Seelt,SUN,DEF,4.5,a,,,,133,2,0.0,0.0,0.01,3.6,12.0,0.0,,,,1,0,2,1.33,0,0
538,Hjelde,SUN,DEF,4.0,u,0,Has joined KV Mechelen on loan for the rest of the season,2026-08-12T14:08:03.081789+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
539,O'Nien,SUN,DEF,4.0,a,,,,565,26,0.0,0.15,0.13,17.1,43.0,3.6,,,,5,2,7,9.24,0,0
540,Masuaku,SUN,DEF,4.0,u,0,Has joined Konyaspor permanently,2026-08-12T14:08:03.097784+00:00,125,1,0.0,0.07,0.08,4.9,10.0,0.3,,,,2,0,2,2.09,0,0
541,Meunier,SUN,DEF,4.5,a,100,,2026-08-16T08:30:07.830062+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.3,,,,0,0,0,0.0,0,0
542,E.Le Fée,SUN,MID,6.0,a,,,,2930,147,0.0,5.22,5.95,186.9,319.0,10.8,2,2,1,33,10,43,46.5,0,0
543,Diarra,SUN,MID,5.5,a,,,,1403,65,0.0,3.27,0.85,53.9,79.0,0.1,1,,,15,5,19,21.52,0,0
544,Xhaka,SUN,MID,5.5,a,,,,2901,124,0.0,1.01,3.73,138.1,362.0,4.5,,1,2,32,9,39,45.68,0,0
545,Sadiki,SUN,MID,5.0,a,,,,2891,80,0.0,1.43,1.46,84.6,248.0,0.4,,,,33,9,42,41.39,0,0
546,Adingra,SUN,MID,5.0,i,0,Ankle injury - Unknown return date,2026-08-20T14:00:08.416985+00:00,649,34,0.0,0.35,0.62,27.0,45.0,0.1,,,,9,4,8,11.3,0,0
547,Mundle,SUN,MID,5.0,a,,,,399,14,0.0,0.87,0.48,12.7,33.0,0.0,,,,2,0,11,8.54,0,0
548,Rigg,SUN,MID,5.0,a,,,,758,36,0.0,0.86,0.93,36.0,57.0,0.1,,,,11,3,11,12.46,0,0
549,Talbi,SUN,MID,5.5,a,,,,1553,83,0.0,2.13,1.18,69.1,92.0,0.2,,,,16,7,14,22.26,0,0
550,Jocelin.T,SUN,MID,5.0,a,,,,38,1,0.0,0.0,0.04,1.0,3.0,0.0,,,,1,0,0,0.24,0,0
551,Angulo,SUN,MID,5.0,a,,,,401,13,0.0,0.77,0.12,17.8,35.0,0.1,,,,5,1,6,7.26,0,0
552,Brobbey,SUN,FWD,6.0,a,,,,1920,92,0.0,6.02,0.67,106.7,74.0,14.4,,,,22,6,30,31.4,0,0
553,Isidor,SUN,FWD,5.5,a,,,,1148,74,0.0,4.7,0.38,71.5,51.0,1.0,,,,11,4,17,19.82,0,0
554,Van Oevelen,IPS,GKP,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
555,Matthews,CRY,GKP,4.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,1.7,,,,0,0,0,0.0,0,0
556,Targett,HUL,DEF,4.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,2.5,,,,0,0,0,0.0,0,0
557,Tzolis,ARS,MID,6.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,23.3,,,3,0,0,0,0.0,0,0
558,Schlager,NFO,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,2,0,0,0,0.0,0,0
559,Bamba,NEW,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
560,Penders,CHE,GKP,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
561,Anselmino,CHE,DEF,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
562,Maeda,IPS,MID,5.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.4,,,,0,0,0,0.0,0,0
563,Morita,HUL,MID,5.0,d,50,Calf injury - 50% chance of playing,2026-08-15T16:00:07.961518+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
564,Scherpen,IPS,GKP,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.6,,,,0,0,0,0.0,0,0
565,M.Sangaré,BRE,MID,5.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,3.3,,,,0,0,0,0.0,0,0
566,Silva,BOU,DEF,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.3,,,,0,0,0,0.0,0,0
567,Horníček,NEW,GKP,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.6,,,,0,0,0,0.0,0,0
568,Barco,CHE,MID,5.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
569,Gonzalo,FUL,FWD,6.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,0,0,0,0.0,0,0
570,Palacios,FUL,MID,5.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.2,,,,0,0,0,0.0,0,0
571,Florentino,IPS,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
572,Tzolakis,HUL,GKP,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.5,,,,0,0,0,0.0,0,0
573,Sanchez,BOU,DEF,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.2,,,,0,0,0,0.0,0,0
574,Hjertø-Dahl,HUL,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
575,Yirenkyi,COV,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.3,,,,0,0,0,0.0,0,0
576,Stroud,HUL,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
577,Tomiyasu,CRY,DEF,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.3,,,,0,0,0,0.0,0,0
578,Mudryk,CHE,MID,5.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
579,Araujo,LIV,DEF,5.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,2.2,,,,0,0,0,0.0,0,0
580,Charles,FUL,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
581,Diomande,NFO,DEF,5.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.7,,,,0,0,0,0.0,0,0
582,Madjo,AVL,FWD,5.5,i,0,Unspecified injury - Unknown return date,2026-08-15T16:00:07.974271+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.6,,,,0,0,0,0.0,0,0
583,Chavarria,CHE,DEF,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.2,,,,0,0,0,0.0,0,0
584,Hamer,COV,MID,5.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
585,Herrington,HUL,DEF,4.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.6,,,,0,0,0,0.0,0,0
586,Mendy,HUL,DEF,4.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0,0,0,0.0,0,0
587,Rulli,MCI,GKP,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
588,Khalaili,CRY,DEF,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
589,Gourna-Douath,HUL,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
590,Benda,NFO,GKP,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
591,Enciso,IPS,MID,5.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.3,,,,0,0,0,0.0,0,0
592,Ouattara,IPS,DEF,4.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.8,,,,0,0,0,0.0,0,0
593,Dedić,NEW,DEF,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.2,,,,0,0,0,0.0,0,0
594,David,BHA,FWD,6.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.2,3,,,0,0,0,0.0,0,0
595,Gozo,CRY,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
596,Ruggeri,AVL,DEF,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
597,Suzuki,AVL,GKP,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.5,,,,0,0,0,0.0,0,0
598,Elvedi,LEE,DEF,4.5,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
599,Cherif,COV,FWD,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.1,,,,0,0,0,0.0,0,0
600,Osman,BHA,MID,5.0,a,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0
